,İlan Tarihi,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM,Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat
482,14/06/2020,BMW,3 Serisi,3.18i,1996.0,Benzin/LPG,Düz Vites,1601-1800 cc,151-175 BG,Yeşil ,Sedan,Sahibinden,2. El,300000,48000
484,13/06/2020,BMW,3 Serisi,3.20d Premium,2008.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Siyah ,Sedan,Sahibinden,2. El,167000,112000
485,13/06/2020,BMW,3 Serisi,3.16i,2005.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,245000,61500
486,13/06/2020,BMW,3 Serisi,3.20d Sport,2012.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Beyaz ,Sedan,Galeriden,2. El,147000,141500
488,13/06/2020,BMW,5 Serisi,530i xDrive M Sport,2017.0,Benzin,Otomatik Vites,1801-2000 cc,251-275 BG,Beyaz ,Sedan,Galeriden,2. El,60000,669900
489,13/06/2020,BMW,7 Serisi,7.30Ld,2007.0,Dizel,Yarı Otomatik Vites,2501-3000 cc,226-250 BG,Gri ,Sedan,Sahibinden,2. El,403000,148000
490,16/06/2020,BMW,3 Serisi,3.20i EfficientDynamics M Paket,2014.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,151-175 BG,Beyaz ,Sedan,Galeriden,2. El,117000,239500
492,12/06/2020,BMW,4 Serisi,420d M Sport,2016.0,Dizel,Otomatik Vites,1801-2000 cc,176-200 BG,Beyaz ,Üstü Açık / Cabriolet,Sahibinden,2. El,61000,495000
493,12/06/2020,BMW,X6,4.0d xDrive,2011.0,Dizel,Otomatik Vites,2501-3000 cc,301-325 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,205000,389000
494,12/06/2020,BMW,X5,3.0d xDrive,2009.0,Dizel,Otomatik Vites,2501-3000 cc,176-200 BG,Beyaz ,Diğer,Galeriden,2. El,39000,269600
496,12/06/2020,BMW,3 Serisi,318i Standart,1999.0,Benzin/LPG,Otomatik Vites,1801-2000 cc,126-150 BG,Mavi ,Sedan,Galeriden,2. El,210000,70900
497,12/06/2020,BMW,3 Serisi,318is,1997.0,Benzin,Düz Vites,1601-1800 cc,126-150 BG,Siyah ,Sedan,Galeriden,2. El,210000,70900
498,11/06/2020,BMW,1 Serisi,116d One Edition,2016.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,35000,217500
499,10/06/2020,BMW,1 Serisi,120d,2008.0,Dizel,Otomatik Vites,1801-2000 cc,176-200 BG,Siyah ,Spor / Coupe,Galeriden,2. El,178500,155000
500,10/06/2020,BMW,X5,44,2002.0,Benzin/LPG,Otomatik Vites,4001-4500 cc,276-300 BG,Gri ,Arazi Aracı,Galeriden,2. El,215368,105000
501,09/06/2020,BMW,5 Serisi,5.20d Comfort,2012.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,104500,279500
502,09/06/2020,BMW,X3,"2.0i sDrive
",2015.0,Benzin,Otomatik Vites,1301-1600 cc,151-175 BG,Beyaz ,Sedan,Yetkili,0 km,118593,319900
503,09/06/2020,BMW,3 Serisi,3.16i,2005.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,245000,62500
504,09/06/2020,BMW,3 Serisi,3.20d Sport,2012.0,Dizel,Yarı Otomatik Vites,2501-3000 cc,201-225 BG,Beyaz ,Sedan,Galeriden,2. El,210000,130000
505,09/06/2020,BMW,3 Serisi,3.20d Xdrive,2012.0,Dizel,Otomatik Vites,2501-3000 cc,251-275 BG,Beyaz ,Sedan,Galeriden,2. El,192000,180000
506,08/06/2020,BMW,3 Serisi,3.20d Premium,2011.0,Dizel,Otomatik Vites,1601-1800 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,190000,110000
507,08/06/2020,BMW,3 Serisi,320i First Edition M Sport ,2020.0,Benzin,Otomatik Vites,1301-1600 cc,151-175 BG,Siyah ,Sedan,Galeriden,2. El,3350,585000
508,07/06/2020,BMW,3 Serisi,3.16,2019.0,Benzin/LPG,Otomatik Vites,1801-2000 cc,101-125 BG,Siyah ,Sedan,Galeriden,2. El,250000,57500
512,07/06/2020,BMW,7 Serisi,7.35iL,2004.0,Benzin,Yarı Otomatik Vites,3501-4000 cc,251-275 BG,Siyah ,Sedan,Sahibinden,2. El,256000,200000
513,06/06/2020,BMW,5 Serisi,5.25d xDrive Premium,2012.0,Dizel,Otomatik Vites,2001-2500 cc,201-225 BG,Beyaz ,Sedan,Galeriden,2. El,210000,270000
514,06/06/2020,BMW,5 Serisi,5.25d xDrive Comfort,2012.0,Dizel,Otomatik Vites,2001-2500 cc,151-175 BG,Siyah ,Sedan,Galeriden,2. El,158000,249500
515,05/06/2020,BMW,5 Serisi,5.25d xDrive Comfort,2012.0,Dizel,Otomatik Vites,3001-3500 cc,251-275 BG,Beyaz ,Sedan,Galeriden,2. El,200000,220000
516,05/06/2020,BMW,X5,25d xDrive Premium,2014.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,201-225 BG,Gümüş Gri ,Arazi Aracı,Galeriden,2. El,82463,543000
517,04/06/2020,BMW,3 Serisi,3.20i ED Sport Line,2016.0,Benzin,Otomatik Vites,1301-1600 cc,151-175 BG,Beyaz ,Sedan,Galeriden,2. El,80000,259500
518,04/06/2020,BMW,5 Serisi,5.20d Premium,2011.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Füme ,Sedan,Galeriden,2. El,192000,203000
519,03/06/2020,BMW,5 Serisi,520i,2016.0,Benzin,Otomatik Vites,1301-1600 cc,151-175 BG,Beyaz ,Sedan,Sahibinden,2. El,132100,333000
520,01/06/2020,BMW,3 Serisi,3.16i Comfort,2012.0,Benzin,Otomatik Vites,1301-1600 cc,126-150 BG,Beyaz ,Sedan,Galeriden,2. El,104500,150000
522,31/05/2020,BMW,3 Serisi,3.16i,2006.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Füme ,Sedan,Sahibinden,2. El,235000,101000
524,30/05/2020,BMW,3 Serisi,3.20i,2006.0,Benzin/LPG,Otomatik Vites,1801-2000 cc,126-150 BG,Füme ,Sedan,Galeriden,2. El,237000,102000
525,29/05/2020,BMW,5 Serisi,5.25d xDrive Premium,2015.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,201-225 BG,Beyaz ,Sedan,Galeriden,2. El,133000,385000
526,29/05/2020,BMW,3 Serisi,3.20i ED Sport Line,2015.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,151-175 BG,Beyaz ,Sedan,Sahibinden,2. El,138000,240000
528,28/05/2020,BMW,X3,2.0d xDrive Premium,2012.0,Dizel,Otomatik Vites,1801-2000 cc,176-200 BG,Mavi ,Arazi Aracı,Galeriden,2. El,107500,289900
529,28/05/2020,BMW,3 Serisi,3.20i ED EfficientDynamics,2016.0,Benzin,Otomatik Vites,1301-1600 cc,151-175 BG,Siyah ,Sedan,Galeriden,2. El,64900,249900
530,28/05/2020,BMW,5 Serisi,5.25d xDrive Premium,2015.0,Dizel,Otomatik Vites,1801-2000 cc,201-225 BG,Siyah ,Sedan,Galeriden,2. El,150000,340000
532,28/05/2020,BMW,3 Serisi,3.20d,2012.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Beyaz ,Sedan,Galeriden,2. El,230000,202500
533,28/05/2020,BMW,3 Serisi,3.30Xi,2007.0,Benzin/LPG,Otomatik Vites,2501-3000 cc,251-275 BG,Gri ,Sedan,Sahibinden,2. El,207500,207500
534,27/05/2020,BMW,X1,20d xDrive 2.0d xDrive,2011.0,Dizel,Otomatik Vites,1801-2000 cc,176-200 BG,Beyaz ,Station Wagon,Galeriden,2. El,299000,143000
535,27/05/2020,BMW,3 Serisi,3.20d Premium,2008.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Siyah ,Sedan,Galeriden,2. El,278000,98000
537,26/05/2020,BMW,3 Serisi,3.20i Premium,2006.0,Benzin/LPG,Yarı Otomatik Vites,1801-2000 cc,151-175 BG,Siyah ,Sedan,Galeriden,2. El,229000,102000
538,25/05/2020,BMW,3 Serisi,328i 328i,1999.0,Benzin/LPG,Düz Vites,2501-3000 cc,176-200 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,380000,62500
539,24/05/2020,BMW,3 Serisi,3.20i EfficientDynamics Sport Line,2015.0,Benzin,Otomatik Vites,1601-1800 cc,126-150 BG,Gri ,Sedan,Galeriden,2. El,50000,265000
540,22/05/2020,BMW,5 Serisi,5.20d Comfort,2014.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Beyaz ,Sedan,Galeriden,2. El,185000,250000
542,20/05/2020,BMW,5 Serisi,5.20d Exclusive,2011.0,Dizel,Otomatik Vites,1801-2000 cc,176-200 BG,Gri ,Sedan,Galeriden,2. El,252000,189900
543,19/05/2020,BMW,2 Serisi,218i Active Tourer Active Tourer,2014.0,Benzin,Otomatik Vites,1301-1600 cc,126-150 BG,Siyah ,MPV,Galeriden,2. El,45000,189900
544,18/05/2020,BMW,X5,3.0d,2007.0,Dizel,Otomatik Vites,2501-3000 cc,226-250 BG,Füme ,Arazi Aracı,Sahibinden,2. El,390000,165000
545,17/05/2020,BMW,3 Serisi,3.16i,2014.0,Benzin,Otomatik Vites,1301-1600 cc,126-150 BG,Beyaz ,Sedan,Galeriden,2. El,157000,192000
550,16/05/2020,BMW,5 Serisi,5.25d xDrive Premium,2013.0,Dizel,Otomatik Vites,2001-2500 cc,226-250 BG,Gri ,Sedan,Sahibinden,2. El,160000,249750
552,16/05/2020,BMW,5 Serisi,5.20,1995.0,Benzin/LPG,Düz Vites,1801-2000 cc,126-150 BG,Mavi ,Sedan,Sahibinden,2. El,350000,28500
554,16/05/2020,BMW,3 Serisi,3.20i ED EfficientDynamics,2013.0,Benzin,Otomatik Vites,1301-1600 cc,151-175 BG,Beyaz ,Sedan,Sahibinden,2. El,78000,215000
555,14/05/2020,BMW,X3,"2.0i sDrive
",2015.0,Benzin,Yarı Otomatik Vites,1801-2000 cc,151-175 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,49367,344500
556,14/05/2020,BMW,1 Serisi,1.16i Comfort,2013.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,126-150 BG,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,150000,135500
557,13/05/2020,BMW,5 Serisi,5.20d M Sport,2011.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Beyaz ,Sedan,Galeriden,2. El,225000,229900
589,12/05/2020,BMW,5 Serisi,5.20i M Sport,2016.0,Benzin,Otomatik Vites,1301-1600 cc,100 BG ve altı,Siyah ,Sedan,Sahibinden,2. El,110000,347000
590,12/05/2020,BMW,5 Serisi,5.20d,2007.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Siyah ,Sedan,Sahibinden,2. El,320000,120000
592,11/05/2020,BMW,5 Serisi,5.25d xDrive,2014.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,201-225 BG,Siyah ,Sedan,Sahibinden,2. El,135000,380000
594,11/05/2020,BMW,3 Serisi,3.20d Sport,2012.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Beyaz ,Sedan,Galeriden,2. El,259782,185000
595,10/05/2020,BMW,3 Serisi,3.16i,2009.0,Benzin/LPG,Düz Vites,1601-1800 cc,151-175 BG,Siyah ,Sedan,Sahibinden,2. El,180000,105000
596,09/05/2020,BMW,3 Serisi,3.16i,2013.0,Benzin,Otomatik Vites,1301-1600 cc,126-150 BG,Beyaz ,Sedan,Sahibinden,2. El,140000,150000
597,09/05/2020,BMW,5 Serisi,5.20i Business,1997.0,Benzin/LPG,Düz Vites,1801-2000 cc,151-175 BG,Gri ,Sedan,Sahibinden,2. El,435,43000
598,07/05/2020,BMW,X5,4.4i,2001.0,Benzin/LPG,Otomatik Vites,2501-3000 cc,176-200 BG,Gümüş Gri ,Arazi Aracı,Sahibinden,2. El,238500,73000
599,07/05/2020,BMW,X5,30d xDrive,2009.0,Dizel,Otomatik Vites,2501-3000 cc,226-250 BG,Siyah ,Arazi Aracı,Galeriden,2. El,220000,250000
600,06/05/2020,BMW,3 Serisi,3.20i EfficientDynamics Sport Line,2020.0,Benzin,Otomatik Vites,1301-1600 cc,151-175 BG,Gri ,Sedan,Galeriden,0 km,10,459750
601,06/05/2020,BMW,3 Serisi,3.20d Sport,2012.0,Dizel,Otomatik Vites,1801-2000 cc,176-200 BG,Beyaz ,Sedan,Sahibinden,2. El,130000,160500
602,06/05/2020,BMW,5 Serisi,5.20d Standart,2013.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Gri ,Sedan,Galeriden,2. El,167000,263000
603,05/05/2020,BMW,5 Serisi,5.20,2017.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,176-200 BG,Beyaz ,Sedan,Sahibinden,2. El,14000,279000
604,05/05/2020,BMW,3 Serisi,3.20i EfficientDynamics Sport Line,2020.0,Benzin,Otomatik Vites,1301-1600 cc,151-175 BG,Beyaz ,Sedan,Galeriden,0 km,10,459750
605,04/05/2020,BMW,3 Serisi,3.20i,1991.0,Benzin/LPG,Otomatik Vites,1801-2000 cc,126-150 BG,Altın ,Sedan,Sahibinden,2. El,242000,45000
606,02/05/2020,BMW,1 Serisi,1.20i,2005.0,Benzin/LPG,Otomatik Vites,1801-2000 cc,126-150 BG,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,209000,88500
607,02/05/2020,BMW,3 Serisi,3.18i,1993.0,Benzin/LPG,Düz Vites,1601-1800 cc,101-125 BG,Lacivert ,Sedan,Sahibinden,2. El,315000,29500
608,01/05/2020,BMW,3 Serisi,3.16i,1995.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Kırmızı ,Sedan,Sahibinden,2. El,294000,35000
620,28/04/2020,BMW,3 Serisi,3.20i,1997.0,Benzin/LPG,Otomatik Vites,1801-2000 cc,126-150 BG,Gri ,Sedan,Sahibinden,2. El,287,46000
622,24/04/2020,BMW,7 Serisi,7.45iL,2004.0,Benzin,Yarı Otomatik Vites,4001-4500 cc,326-350 BG,Siyah ,Sedan,Galeriden,2. El,250000,125000
623,23/04/2020,BMW,3 Serisi,3.16i,2005.0,Benzin/LPG,Düz Vites,1301-1600 cc,126-150 BG,Lacivert ,Station Wagon,Galeriden,2. El,377000,62500
629,22/04/2020,BMW,3 Serisi,3.16i,2005.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,280000,63500
634,22/04/2020,BMW,3 Serisi,3.15,1981.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Turuncu ,Spor / Coupe,Sahibinden,2. El,140000,37500
635,20/04/2020,BMW,5 Serisi,5.20i Comfort,2014.0,Benzin,Yarı Otomatik Vites,1601-1800 cc,176-200 BG,Siyah ,Sedan,Galeriden,2. El,119000,270000
637,19/04/2020,BMW,X5,3.0d xDrive Exclusive,2006.0,Dizel,Otomatik Vites,2501-3000 cc,251-275 BG,Siyah ,Arazi Aracı,Sahibinden,2. El,370000,125000
1039,14/04/2020,BMW,1 Serisi,1.18i Joy,2016.0,Benzin,Otomatik Vites,1301-1600 cc,126-150 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,83000,185000
1040,14/04/2020,BMW,5 Serisi,5.20i Standart,1997.0,Benzin/LPG,Otomatik Vites,1801-2000 cc,151-175 BG,Beyaz ,Sedan,Sahibinden,2. El,300000,57000
1042,13/04/2020,BMW,5 Serisi,5.20d Premium,2008.0,Dizel,Otomatik Vites,1801-2000 cc,151-175 BG,Gri ,Sedan,Galeriden,2. El,314000,129900
1043,13/04/2020,BMW,5 Serisi,5.20d Premium,2009.0,Dizel,Otomatik Vites,1801-2000 cc,151-175 BG,Siyah ,Sedan,Galeriden,2. El,318000,139900
1044,13/04/2020,BMW,X5,4.4i,2003.0,Benzin/LPG,Otomatik Vites,4001-4500 cc,276-300 BG,Siyah ,Crossover,Galeriden,2. El,230000,105000
1045,13/04/2020,BMW,7 Serisi,7.35iL,2002.0,Benzin/LPG,Otomatik Vites,3501-4000 cc,251-275 BG,Gri ,Sedan,Galeriden,2. El,251000,125000
1046,11/04/2020,BMW,3 Serisi,3.16i,1994.0,Benzin/LPG,Düz Vites,1601-1800 cc,126-150 BG,Beyaz ,Sedan,Sahibinden,2. El,350000,23000
1047,10/04/2020,BMW,3 Serisi,320d M Sport,2013.0,Dizel,Otomatik Vites,1801-2000 cc,176-200 BG,Beyaz ,Sedan,Sahibinden,2. El,188000,207500
1048,10/04/2020,BMW,5 Serisi,5.30d xDrive,2007.0,Dizel,Otomatik Vites,2501-3000 cc,251-275 BG,Siyah ,Sedan,Galeriden,2. El,204000,155000
1049,08/04/2020,BMW,1 Serisi,1.16i Premium,2011.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,76023,125000
1050,08/04/2020,BMW,5 Serisi,520d,2006.0,Dizel,Düz Vites,1801-2000 cc,176-200 BG,Gri ,Sedan,Galeriden,2. El,230000,110000
1051,06/04/2020,BMW,1 Serisi,1.16i,2005.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,180000,69900
1052,05/04/2020,BMW,X5,3.0d,2003.0,Dizel,Otomatik Vites,Bilmiyorum,276-300 BG,Gümüş Gri ,Arazi Aracı,Sahibinden,2. El,245000,97500
1053,03/04/2020,BMW,5 Serisi,5.20d Premium,2008.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Siyah ,Sedan,Galeriden,2. El,270000,125000
1054,01/04/2020,BMW,1 Serisi,1.18i,2008.0,Benzin/LPG,Otomatik Vites,1801-2000 cc,126-150 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,162000,82000
1055,01/04/2020,BMW,3 Serisi,3.20i ED EfficientDynamics,2014.0,Benzin,Otomatik Vites,1301-1600 cc,176-200 BG,Siyah ,Sedan,Galeriden,2. El,160000,192500
1056,28/03/2020,BMW,3 Serisi,3.20i,2008.0,Benzin,Otomatik Vites,1801-2000 cc,176-200 BG,Siyah ,Sedan,Sahibinden,2. El,216700,105000
1057,27/03/2020,BMW,X5,3.0d xDrive,2011.0,Dizel,Otomatik Vites,2501-3000 cc,226-250 BG,Beyaz ,Arazi Aracı,Sahibinden,2. El,46500,425000
1058,27/03/2020,BMW,5 Serisi,5.30d,2003.0,Dizel,Otomatik Vites,2501-3000 cc,226-250 BG,Siyah ,Sedan,Sahibinden,2. El,328500,72900
1059,27/03/2020,BMW,5 Serisi,5.20d,2007.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Siyah ,Sedan,Galeriden,2. El,300000,110000
1060,27/03/2020,BMW,5 Serisi,5.30Xd,2006.0,Dizel,Otomatik Vites,2501-3000 cc,226-250 BG,Füme ,Sedan,Galeriden,2. El,400000,135000
1062,27/03/2020,BMW,3 Serisi,3.18i,2003.0,Benzin/LPG,Yarı Otomatik Vites,2001-2500 cc,126-150 BG,Gri ,Sedan,Galeriden,2. El,268000,59800
1063,25/03/2020,BMW,3 Serisi,3.20d Modern Line,2014.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Kahverengi ,Sedan,Galeriden,2. El,113000,227000
1064,24/03/2020,BMW,3 Serisi,3.20d,2006.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,126-150 BG,Gümüş ,Sedan,Galeriden,2. El,220000,97000
1065,22/03/2020,BMW,X5,30d xDrive M Sport,2008.0,Dizel,Otomatik Vites,3001-3500 cc,126-150 BG,Siyah ,Spor / Coupe,Galeriden,2. El,302200,222000
1066,21/03/2020,BMW,5 Serisi,5.25d xDrive Luxury,2013.0,Dizel,Otomatik Vites,1801-2000 cc,201-225 BG,Gri ,Sedan,Galeriden,2. El,141000,310000
1067,20/03/2020,BMW,3 Serisi,3.16i,2005.0,Benzin/LPG,Düz Vites,1601-1800 cc,101-125 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,168000,77800
1068,20/03/2020,BMW,3 Serisi,3.20i Cabrio,2008.0,Benzin,Otomatik Vites,1801-2000 cc,151-175 BG,Beyaz ,Üstü Açık / Cabriolet,Sahibinden,2. El,149000,225000
1069,19/03/2020,BMW,3 Serisi,3.20i EfficientDynamics Sport Line,2015.0,Benzin,Otomatik Vites,1301-1600 cc,151-175 BG,Siyah ,Sedan,Galeriden,2. El,66000,270000
1071,15/06/2020,Chevrolet,Cruze,1.6 LS,2010.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Galeriden,2. El,218000,61900
1072,15/06/2020,Chevrolet,Captiva,2.0 16V,2011.0,Dizel,Otomatik Vites,1801-2000 cc,126-150 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,159000,116500
1075,14/06/2020,Chevrolet,Cruze,1.6 1.6,2011.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,110000,76500
1076,14/06/2020,Chevrolet,Cruze,1.6 LS Otm.,2010.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Galeriden,2. El,180000,62750
1077,12/06/2020,Chevrolet,Aveo,1.3 D LS,2013.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,120000,74500
1078,12/06/2020,Chevrolet,Cruze,1.6 LT,2012.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Sahibinden,2. El,125000,76500
1079,12/06/2020,Chevrolet,Cruze,1.6 LT,2012.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Bal Rengi ,Sedan,Sahibinden,2. El,80000,85000
1080,12/06/2020,Chevrolet,Aveo,1.4 LS,2011.0,Benzin,Otomatik Vites,1301-1600 cc,76-100 BG,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,100000,69900
1081,12/06/2020,Chevrolet,Cruze,1.6 LS,2010.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Galeriden,2. El,245000,64900
1082,11/06/2020,Chevrolet,Captiva,2.0 D LT High,2011.0,Dizel,Otomatik Vites,1801-2000 cc,101-125 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,235000,97500
1083,11/06/2020,Chevrolet,Cruze,1.6 16V WTCC Edition Otm.,2012.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,50000,95000
1084,11/06/2020,Chevrolet,Captiva,2.0 16V,2010.0,Dizel,Otomatik Vites,1801-2000 cc,101-125 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,225000,97000
1085,10/06/2020,Chevrolet,Kalos,1.2 SE,2004.0,Benzin,Düz Vites,1300 cc ve altı,76-100 BG,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,204000,38000
1086,09/06/2020,Chevrolet,Cruze,1.6 LS Plus Otm.,2011.0,Benzin/LPG,Otomatik Vites,1601-1800 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,188000,71000
1087,08/06/2020,Chevrolet,Captiva,2.0 D LT Base,2012.0,Dizel,Otomatik Vites,2001-2500 cc,151-175 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,140000,141500
1088,08/06/2020,Chevrolet,Aveo,"1.4
",2009.0,Benzin/LPG,Düz Vites,Bilmiyorum,51-75 BG,Gri ,Sedan,Galeriden,2. El,186000,52000
1089,06/06/2020,Chevrolet,Kalos,1.4 16V SX,2004.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Gri ,Sedan,Sahibinden,2. El,310000,45000
1091,05/06/2020,Chevrolet,Aveo,1.4 LS,2010.0,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Sedan,Sahibinden,2. El,80000,62500
1092,04/06/2020,Chevrolet,Cruze,1.6 Sport Plus,2013.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,33200,90000
1093,04/06/2020,Chevrolet,Cruze,1.6 LT Plus Otomatik,2012.0,Benzin/LPG,Otomatik Vites,1601-1800 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,89000,87500
1094,04/06/2020,Chevrolet,Aveo,1.4 LS,2011.0,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,65000,48500
1095,04/06/2020,Chevrolet,Captiva,2.0 D LT High,2011.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,126-150 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,158721,121000
1096,02/06/2020,Chevrolet,Aveo,1.4 LT,2013.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Hatchback 3 Kapı,Yetkili,0 km,90214,86900
1097,02/06/2020,Chevrolet,Captiva,2.0 D LTZ,2012.0,Dizel,Otomatik Vites,1801-2000 cc,151-175 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,198000,126250
1098,02/06/2020,Chevrolet,Lacetti,1.4 SE,2011.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,265000,48750
1099,01/06/2020,Chevrolet,Cruze,1.6 16V WTCC Edition,2012.0,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Füme ,Hatchback 5 Kapı,Galeriden,2. El,160000,77000
1101,28/05/2020,Chevrolet,Trax,"1.6 LT
",2013.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,170000,97000
1102,24/05/2020,Chevrolet,Aveo,1.3 D LTZ,2012.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,128000,85250
1103,22/05/2020,Chevrolet,Aveo,1.3 D LS,2012.0,Dizel,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,214800,61000
1104,21/05/2020,Chevrolet,Aveo,1.4 LS,2008.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,147000,72900
1105,21/05/2020,Chevrolet,Kalos,1.4 SE,2004.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,150000,36000
1106,20/05/2020,Chevrolet,Epica,2.0 D LT,2011.0,Dizel,Otomatik Vites,1801-2000 cc,151-175 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,113000,82500
1107,19/05/2020,Chevrolet,Lacetti,1.6 16V SX Otm.,2004.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Bordo ,Sedan,Galeriden,2. El,205000,47000
1108,16/05/2020,Chevrolet,Cruze,1.6 LS Otm.,2011.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,87000,75000
1109,15/05/2020,Chevrolet,Aveo,1.4 LS,2011.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,107000,45500
